Zeit,Vollständiger Name,Ereigniskontext,Komponente,Ereignisname,
6.12.2021 18:52,StudierenderE,Datei: Predicitive Maintenance Incomplete data,Datei,Kursmodul angezeigt,
9.12.2021 21:04,StudierenderE,Datei: Predicitive Maintenance Incomplete data,Datei,Kursmodul angezeigt,
16.01.2022 22:50,StudierenderE,Datei: Presenting of Analysis Results,Datei,Kursmodul angezeigt,
19.01.2022 17:32,StudierenderE,Datei: Presenting of Analysis Results,Datei,Kursmodul angezeigt,
19.12.2021 12:14,StudierenderE,Datei: Presenting of Analysis Results,Datei,Kursmodul angezeigt,
19.12.2021 21:58,StudierenderE,Datei: Presenting of Analysis Results,Datei,Kursmodul angezeigt,
21.12.2021 20:28,StudierenderE,Datei: Presenting of Analysis Results,Datei,Kursmodul angezeigt,
21.12.2021 20:28,StudierenderE,Datei: Presenting of Analysis Results,Datei,Kursmodul angezeigt,
22.12.2021 17:21,StudierenderE,Datei: Presenting of Analysis Results,Datei,Kursmodul angezeigt,
22.12.2021 17:43,StudierenderE,Datei: Presenting of Analysis Results,Datei,Kursmodul angezeigt,
22.12.2021 17:43,StudierenderE,Datei: Presenting of Analysis Results,Datei,Kursmodul angezeigt,
2.12.2021 16:42,StudierenderE,Datei: preset for clustering,Datei,Kursmodul angezeigt,
2.12.2021 16:42,StudierenderE,Datei: Preset for Clustering - Test data,Datei,Kursmodul angezeigt,
10.11.2021 18:37,StudierenderE,Datei: Rossman Store Sales Download,Datei,Kursmodul angezeigt,
10.11.2021 18:20,StudierenderE,Datei: Use Cases,Datei,Kursmodul angezeigt,
11.01.2022 18:28,StudierenderE,Datei: Use Cases,Datei,Kursmodul angezeigt,
14.01.2022 14:59,StudierenderE,Datei: Use Cases,Datei,Kursmodul angezeigt,
15.11.2021 18:06,StudierenderE,Datei: Use Cases,Datei,Kursmodul angezeigt,
17.11.2021 20:33,StudierenderE,Datei: Use Cases,Datei,Kursmodul angezeigt,
19.01.2022 17:03,StudierenderE,Datei: Use Cases,Datei,Kursmodul angezeigt,
27.11.2021 09:04,StudierenderE,Datei: Use Cases,Datei,Kursmodul angezeigt,
3.12.2021 23:05,StudierenderE,Datei: Use Cases,Datei,Kursmodul angezeigt,
9.12.2021 21:06,StudierenderE,Datei: Use Cases,Datei,Kursmodul angezeigt,
14.01.2022 21:07,StudierenderE,Datei: Wiener Linien Request,Datei,Kursmodul angezeigt,
17.11.2021 20:43,StudierenderE,Datei: Wiener Linien Request,Datei,Kursmodul angezeigt,
9.01.2022 22:32,StudierenderE,Forum: Announcements,Forum,Thema angezeigt,
9.01.2022 22:32,StudierenderE,Forum: Announcements,Forum,Kursmodul angezeigt,
11.12.2021 09:30,StudierenderE,Forum: Discussion forum,Forum,Beitrag angelegt,
11.12.2021 09:30,StudierenderE,Forum: Discussion forum,Forum,Inhalte wurden rBereitgestellt,
11.12.2021 09:30,StudierenderE,Forum: Discussion forum,Forum,Thema angezeigt,
11.12.2021 09:30,StudierenderE,Forum: Discussion forum,Forum,Kursmodul angezeigt,
11.12.2021 13:42,StudierenderE,Forum: Discussion forum,Forum,Kursmodul angezeigt,
21.12.2021 17:20,StudierenderE,Forum: Discussion forum,Forum,Kursmodul angezeigt,
21.12.2021 17:21,StudierenderE,Forum: Discussion forum,Forum,Thema angezeigt,
6.12.2021 18:10,StudierenderE,Forum: Discussion forum,Forum,Thema angezeigt,
6.12.2021 18:10,StudierenderE,Forum: Discussion forum,Forum,Thema angezeigt,
6.12.2021 18:10,StudierenderE,Forum: Discussion forum,Forum,Kursmodul angezeigt,
9.01.2022 22:32,StudierenderE,Forum: Discussion forum,Forum,Kursmodul angezeigt,
9.12.2021 21:10,StudierenderE,Forum: Discussion forum,Forum,Thema angezeigt,
9.12.2021 21:10,StudierenderE,Forum: Discussion forum,Forum,Kursmodul angezeigt,
9.12.2021 21:13,StudierenderE,Forum: Discussion forum,Forum,Kursmodul angezeigt,
9.12.2021 21:13,StudierenderE,Forum: Discussion forum,Forum,Thema angezeigt,
9.12.2021 21:14,StudierenderE,Forum: Discussion forum,Forum,Thema angezeigt,
9.12.2021 21:14,StudierenderE,Forum: Discussion forum,Forum,Thema angezeigt,
9.12.2021 21:19,StudierenderE,Forum: Discussion forum,Forum,Kursmodul angezeigt,
9.12.2021 21:19,StudierenderE,Forum: Discussion forum,Forum,Thema angelegt,
9.12.2021 21:19,StudierenderE,Forum: Discussion forum,Forum,Inhalte wurden rBereitgestellt,
9.12.2021 21:37,StudierenderE,Forum: Discussion forum,Forum,Thema angezeigt,
9.12.2021 21:37,StudierenderE,Forum: Discussion forum,Forum,Kursmodul angezeigt,
9.12.2021 21:40,StudierenderE,Forum: Discussion forum,Forum,Beitrag angelegt,
9.12.2021 21:40,StudierenderE,Forum: Discussion forum,Forum,Inhalte wurden rBereitgestellt,
10.11.2021 18:00,StudierenderE,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 18:01,StudierenderE,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 18:01,StudierenderE,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 18:01,StudierenderE,Gruppenwahl: Grouping,Gruppenwahl,Wahl durchgeführt,
10.11.2021 18:04,StudierenderE,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 18:23,StudierenderE,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 18:29,StudierenderE,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 19:18,StudierenderE,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
11.11.2021 18:17,StudierenderE,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
22.12.2021 18:48,StudierenderE,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
1.12.2021 12:57,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
10.01.2022 18:23,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
10.01.2022 22:21,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
10.01.2022 22:26,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
10.11.2021 18:00,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
10.11.2021 18:01,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Gruppenmitglied hinzugefügt
10.11.2021 18:04,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
10.11.2021 18:23,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
10.11.2021 18:37,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
10.11.2021 19:41,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
11.01.2022 17:29,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
11.01.2022 18:29,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Nutzerübersicht für Kurs angezeigt
11.11.2021 17:58,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Nutzerübersicht für Kurs angezeigt
11.11.2021 18:13,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
11.11.2021 18:17,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
11.11.2021 19:28,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
11.12.2021 09:30,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
11.12.2021 15:11,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
11.12.2021 17:12,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
11.12.2021 17:12,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
11.12.2021 17:12,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
12.12.2021 11:36,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
12.12.2021 12:28,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
12.12.2021 12:28,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
12.12.2021 12:34,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Nutzerübersicht für Kurs angezeigt
14.01.2022 14:59,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
14.01.2022 15:00,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
14.01.2022 18:08,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
14.01.2022 21:32,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
15.01.2022 14:04,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
15.11.2021 17:55,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
15.11.2021 18:06,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
15.12.2021 17:50,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
15.12.2021 18:17,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
15.12.2021 19:06,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Nutzerübersicht für Kurs angezeigt
16.01.2022 22:50,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
16.12.2021 18:36,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
16.12.2021 22:26,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Nutzerübersicht für Kurs angezeigt
17.11.2021 20:32,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
17.11.2021 20:32,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
17.11.2021 20:43,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
17.12.2021 08:36,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
18.01.2022 18:36,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
18.11.2021 18:43,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
19.01.2022 17:01,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
19.01.2022 17:03,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
19.01.2022 17:32,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
19.01.2022 17:32,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
19.01.2022 17:32,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
19.01.2022 19:24,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
19.01.2022 19:26,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
19.01.2022 19:30,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
19.01.2022 20:15,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
19.01.2022 20:20,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
19.12.2021 11:38,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Nutzerübersicht für Kurs angezeigt
19.12.2021 12:14,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
19.12.2021 21:58,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
2.01.2022 11:20,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
2.01.2022 11:20,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
2.12.2021 15:58,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
2.12.2021 15:58,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
20.01.2022 09:34,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Nutzerübersicht für Kurs angezeigt
20.01.2022 20:05,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
21.11.2021 17:17,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
21.11.2021 17:26,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
21.12.2021 17:20,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
21.12.2021 17:21,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
21.12.2021 17:21,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
21.12.2021 20:27,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
21.12.2021 20:28,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
21.12.2021 20:28,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
21.12.2021 20:28,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
22.01.2022 12:05,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
22.12.2021 17:20,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
22.12.2021 17:42,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
22.12.2021 17:43,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
22.12.2021 17:49,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
23.01.2022 14:33,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
23.11.2021 16:42,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
24.01.2022 09:52,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
24.11.2021 19:00,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
24.11.2021 20:01,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
24.11.2021 20:01,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
24.11.2021 20:02,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
26.01.2022 20:12,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Nutzerübersicht für Kurs angezeigt
26.01.2022 20:13,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Nutzerübersicht für Kurs angezeigt
26.11.2021 22:19,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Nutzerübersicht für Kurs angezeigt
27.01.2022 15:05,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Nutzerübersicht für Kurs angezeigt
27.11.2021 09:00,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
27.11.2021 09:01,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
27.11.2021 09:10,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
27.11.2021 09:13,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
27.11.2021 21:30,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
28.01.2022 12:38,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Nutzerübersicht für Kurs angezeigt
28.01.2022 19:32,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Nutzerübersicht für Kurs angezeigt
28.12.2021 17:33,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Nutzerübersicht für Kurs angezeigt
29.11.2021 21:40,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
3.12.2021 23:03,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
3.12.2021 23:11,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
30.09.2021 17:57,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
30.09.2021 18:37,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
4.12.2021 23:29,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
5.02.2022 18:38,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
5.12.2021 15:21,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
5.12.2021 16:24,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
5.12.2021 16:29,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
5.12.2021 17:16,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Nutzerübersicht für Kurs angezeigt
6.12.2021 17:46,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
6.12.2021 17:48,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
6.12.2021 18:09,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
6.12.2021 18:46,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
6.12.2021 18:51,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
9.01.2022 17:35,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
9.01.2022 22:31,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
9.01.2022 22:32,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
9.12.2021 18:58,StudierenderE,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
16.12.2021 18:40,StudierenderE,Link/URL: Rossman Store Sales,Link/URL,Kursmodul angezeigt,
19.01.2022 19:29,StudierenderE,Test: Exam 2021/22,Test,Kursmodul angezeigt,
19.01.2022 19:29,StudierenderE,Test: Exam 2021/22,Test,Kursmodul angezeigt,
19.01.2022 19:30,StudierenderE,Test: Exam 2021/22,Test,Testversuch angezeigt,
19.01.2022 19:30,StudierenderE,Test: Exam 2021/22,Test,Testversuch gestartet,
19.01.2022 19:30,StudierenderE,Test: Exam 2021/22,Test,Kursmodul angezeigt,
19.01.2022 19:30,StudierenderE,Test: Exam 2021/22,Test,Kursmodul angezeigt,
19.01.2022 20:20,StudierenderE,Test: Exam 2021/22,Test,Kursmodul angezeigt,
19.01.2022 20:20,StudierenderE,Test: Exam 2021/22,Test,Testversuch eingereicht,
5.02.2022 18:39,StudierenderE,Test: Exam 2021/22,Geführte Touren,Tour rBeendet,
5.02.2022 18:39,StudierenderE,Test: Exam 2021/22,Geführte Touren,Schritt angezeigt,
5.02.2022 18:39,StudierenderE,Test: Exam 2021/22,Geführte Touren,Tour rBegonnen,
5.02.2022 18:39,StudierenderE,Test: Exam 2021/22,Test,Kursmodul angezeigt,
19.01.2022 19:24,StudierenderE,Textseite: Deliverables and presentations - timeframe,Textseite,Kursmodul angezeigt,
30.09.2021 17:58,StudierenderE,Textseite: Python Learning courses,Textseite,Kursmodul angezeigt,
15.12.2021 17:50,StudierenderE,Zoom Meeting: Zoom sessions,Zoom Meeting,"Taste ""Meeting rBeitreten"" geklickt",
15.12.2021 17:50,StudierenderE,Zoom Meeting: Zoom sessions,Zoom Meeting,Kursmodul angezeigt,
22.12.2021 17:49,StudierenderE,Zoom Meeting: Zoom sessions,Zoom Meeting,Kursmodul angezeigt,
22.12.2021 17:50,StudierenderE,Zoom Meeting: Zoom sessions,Zoom Meeting,"Taste ""Meeting rBeitreten"" geklickt",
24.11.2021 19:01,StudierenderE,Zoom Meeting: Zoom sessions,Zoom Meeting,"Taste ""Meeting rBeitreten"" geklickt",
24.11.2021 19:01,StudierenderE,Zoom Meeting: Zoom sessions,Zoom Meeting,Kursmodul angezeigt,
27.11.2021 09:13,StudierenderE,Zoom Meeting: Zoom sessions,Zoom Meeting,"Taste ""Meeting rBeitreten"" geklickt",
27.11.2021 09:13,StudierenderE,Zoom Meeting: Zoom sessions,Zoom Meeting,Kursmodul angezeigt,
6.12.2021 17:46,StudierenderE,Zoom Meeting: Zoom sessions,Zoom Meeting,Kursmodul angezeigt,
6.12.2021 17:48,StudierenderE,Zoom Meeting: Zoom sessions,Zoom Meeting,"Taste ""Meeting rBeitreten"" geklickt",
6.12.2021 17:48,StudierenderE,Zoom Meeting: Zoom sessions,Zoom Meeting,Kursmodul angezeigt,
6.12.2021 18:46,StudierenderE,Zoom Meeting: Zoom sessions,Zoom Meeting,"Taste ""Meeting rBeitreten"" geklickt",
6.12.2021 18:46,StudierenderE,Zoom Meeting: Zoom sessions,Zoom Meeting,Kursmodul angezeigt,
6.12.2021 18:58,StudierenderE,Zoom Meeting: Zoom sessions,Zoom Meeting,Kursmodul angezeigt,
1.12.2021 17:47,StudierenderF,Aufgabe: Final presentation,Aufgabe,ABgaBestatus angezeigt,
1.12.2021 17:47,StudierenderF,Aufgabe: Final presentation,Aufgabe,Kursmodul angezeigt,
11.01.2022 12:39,StudierenderF,Aufgabe: Final presentation,Aufgabe,ABgaBestatus angezeigt,
11.01.2022 12:39,StudierenderF,Aufgabe: Final presentation,Aufgabe,Kursmodul angezeigt,
11.01.2022 12:39,StudierenderF,Aufgabe: Final presentation,Aufgabe,Feedback angezeigt,
15.12.2021 18:42,StudierenderF,Aufgabe: Final presentation,Aufgabe,ABgaBestatus angezeigt,
15.12.2021 18:42,StudierenderF,Aufgabe: Final presentation,Aufgabe,Kursmodul angezeigt,
19.01.2022 19:23,StudierenderF,Aufgabe: Final presentation,Aufgabe,ABgaBestatus angezeigt,
19.01.2022 19:23,StudierenderF,Aufgabe: Final presentation,Aufgabe,Feedback angezeigt,
19.01.2022 19:23,StudierenderF,Aufgabe: Final presentation,Aufgabe,Kursmodul angezeigt,
19.12.2021 18:52,StudierenderF,Aufgabe: Final presentation,Aufgabe,ABgaBestatus angezeigt,
19.12.2021 18:52,StudierenderF,Aufgabe: Final presentation,Aufgabe,Kursmodul angezeigt,
21.12.2021 17:44,StudierenderF,Aufgabe: Final presentation,Aufgabe,ABgaBestatus angezeigt,
21.12.2021 17:44,StudierenderF,Aufgabe: Final presentation,Aufgabe,Kursmodul angezeigt,
21.12.2021 17:46,StudierenderF,Aufgabe: Final presentation,Aufgabe,ABgaBeformular angezeigt,
21.12.2021 17:46,StudierenderF,Aufgabe: Final presentation,Aufgabe,Kursmodul angezeigt,
21.12.2021 17:57,StudierenderF,Aufgabe: Final presentation,Aufgabe,ABgaBestatus angezeigt,
21.12.2021 17:57,StudierenderF,Aufgabe: Final presentation,Aufgabe,Kursmodul angezeigt,
21.12.2021 17:57,StudierenderF,Aufgabe: Final presentation,Aufgabe,Eine Lösung wurde aBgegeBen.,
21.12.2021 17:57,StudierenderF,Aufgabe: Final presentation,Dateiabgabe,ABgaBe angelegt,
21.12.2021 17:57,StudierenderF,Aufgabe: Final presentation,Dateiabgabe,Datei wurde hochgeladen,
21.12.2021 17:57,StudierenderF,Aufgabe: Final presentation,Aufgabe,Kursmodul angezeigt,
21.12.2021 18:01,StudierenderF,Aufgabe: Final presentation,Abgabekommentare,Kommentar angelegt,
8.12.2021 20:59,StudierenderF,Aufgabe: Final presentation,Aufgabe,ABgaBestatus angezeigt,
8.12.2021 20:59,StudierenderF,Aufgabe: Final presentation,Aufgabe,Kursmodul angezeigt,
10.11.2021 19:42,StudierenderF,Aufgabe: Upload 1,Aufgabe,ABgaBestatus angezeigt,
10.11.2021 19:42,StudierenderF,Aufgabe: Upload 1,Aufgabe,Kursmodul angezeigt,
14.11.2021 11:19,StudierenderF,Aufgabe: Upload 1,Aufgabe,ABgaBestatus angezeigt,
14.11.2021 11:19,StudierenderF,Aufgabe: Upload 1,Aufgabe,Kursmodul angezeigt,
14.11.2021 16:41,StudierenderF,Aufgabe: Upload 1,Aufgabe,ABgaBeformular angezeigt,
14.11.2021 16:41,StudierenderF,Aufgabe: Upload 1,Aufgabe,Kursmodul angezeigt,
14.11.2021 16:41,StudierenderF,Aufgabe: Upload 1,Aufgabe,ABgaBestatus angezeigt,
14.11.2021 16:41,StudierenderF,Aufgabe: Upload 1,Aufgabe,Kursmodul angezeigt,
14.11.2021 18:33,StudierenderF,Aufgabe: Upload 1,Aufgabe,ABgaBestatus angezeigt,
14.11.2021 18:33,StudierenderF,Aufgabe: Upload 1,Aufgabe,Kursmodul angezeigt,
14.11.2021 18:33,StudierenderF,Aufgabe: Upload 1,Aufgabe,Eine Lösung wurde aBgegeBen.,
14.11.2021 18:33,StudierenderF,Aufgabe: Upload 1,Dateiabgabe,ABgaBe angelegt,
14.11.2021 18:33,StudierenderF,Aufgabe: Upload 1,Dateiabgabe,Datei wurde hochgeladen,
14.11.2021 18:33,StudierenderF,Aufgabe: Upload 1,Aufgabe,Kursmodul angezeigt,
14.11.2021 21:41,StudierenderF,Aufgabe: Upload 1,Aufgabe,ABgaBestatus angezeigt,
14.11.2021 21:41,StudierenderF,Aufgabe: Upload 1,Aufgabe,Kursmodul angezeigt,
14.11.2021 21:41,StudierenderF,Aufgabe: Upload 1,Aufgabe,ABgaBestatus angezeigt,
14.11.2021 21:41,StudierenderF,Aufgabe: Upload 1,Aufgabe,Kursmodul angezeigt,
15.11.2021 19:03,StudierenderF,Aufgabe: Upload 1,Aufgabe,ABgaBestatus angezeigt,
15.11.2021 19:03,StudierenderF,Aufgabe: Upload 1,Aufgabe,Kursmodul angezeigt,
15.11.2021 21:08,StudierenderF,Aufgabe: Upload 1,Aufgabe,ABgaBestatus angezeigt,
15.11.2021 21:08,StudierenderF,Aufgabe: Upload 1,Aufgabe,Kursmodul angezeigt,
7.12.2021 10:48,StudierenderF,Aufgabe: Upload 1,Aufgabe,ABgaBestatus angezeigt,
7.12.2021 10:48,StudierenderF,Aufgabe: Upload 1,Aufgabe,Feedback angezeigt,
